Problem,Provider,OperationKind,Operation,Disposition,Status,conv_kind,n,d,h,w,c,k,t,r,s,z,p,q,pad_d,pad_h,pad_w,stride_d,stride_h,stride_w,dilation_d,dilation_h,dilation_w,Activation,Filter,Output,conv_mode,iterator_algorithm,alpha,beta,split_k_mode,split_k_slices,eq_gemm_provider,op_class,accum,cta_m,cta_n,cta_k,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x5,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.35506,250.99,66443.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x5,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,15.892,147.749,39107.8
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x64_32x6,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.5619,222.31,58851.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x64_32x6,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,12.2731,191.314,50639
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x128_32x6,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.4266,249.085,65939.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x128_32x6,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,15.2757,153.71,40685.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x64_32x10,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,11.3692,206.524,54672.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x64_32x10,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,16.4842,142.441,37702.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x64_64x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.3959,225.86,59791.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x64_64x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,12.3552,190.043,50302.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x128_64x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.10482,257.888,68269.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x128_64x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,15.6275,150.249,39769.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x64_64x5,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.3662,226.507,59962.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x64_64x5,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,17.5089,134.104,35496.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x128_32x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,128,32,3,4,2,1,16,8,16,80,1024,2521169920,621585104896,246,8.14467,288.289,76318
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x256_32x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,256,32,3,2,4,1,16,8,16,80,1024,2521169920,621585104896,246,8.13192,288.741,76437.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x64_32x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,3,4,1,1,16,8,16,80,1024,2521169920,621585104896,246,10.898,215.454,57036.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x64_32x4_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,4,4,1,1,16,8,16,80,1024,2521169920,621585104896,246,11.0871,211.779,56063.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x256_32x4_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,256,32,4,1,4,1,16,8,16,80,1024,2521169920,621585104896,246,8.75949,268.055,70961.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,8.23739,285.044,75459
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x4_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.33432,251.547,66591.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x5_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.33478,251.535,66588.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x64_32x6_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.6068,221.369,58602.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x128_32x6_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.38777,250.115,66212.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x64_32x10_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,11.6139,202.174,53521
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x64_64x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.4458,224.781,59505.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x128_64x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.37124,250.556,66329
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x64_64x5_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.5114,223.378,59134.3
