Problem,Provider,OperationKind,Operation,Disposition,Status,conv_kind,n,d,h,w,c,k,t,r,s,z,p,q,pad_d,pad_h,pad_w,stride_d,stride_h,stride_w,dilation_d,dilation_h,dilation_w,Activation,Filter,Output,conv_mode,iterator_algorithm,alpha,beta,split_k_mode,split_k_slices,eq_gemm_provider,op_class,accum,cta_m,cta_n,cta_k,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x64_32x6,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,11.5706,102.462,53714.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x128_32x6,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,9.43853,125.607,65851.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x128_32x6,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,14.289,82.9694,43495.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x64_32x10,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,11.2156,105.705,55417.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x64_32x10,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,15.3809,77.0792,40407.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x64_64x3,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,10.4016,113.977,59754.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x64_64x3,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,11.5262,102.857,53921.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x128_64x3,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,9.15083,129.556,67921.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x128_64x3,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,14.6785,80.7675,42341.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x64_64x5,not_verified,success,fprop,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,10.2834,115.287,60441
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x64_64x5,not_verified,success,wgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,1272971264,621509345280,488,16.5089,71.8128,37647
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x128_32x3_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,128,32,3,4,2,1,16,8,16,80,1024,1272971264,621540147200,488,8.51169,139.285,73021.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x256_32x3_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,256,32,3,2,4,1,16,8,16,80,1024,1272971264,621540147200,488,8.54434,138.752,72742.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x64_32x3_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,3,4,1,1,16,8,16,80,1024,1272971264,621540147200,488,10.8658,109.108,57201.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x64_32x4_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,4,4,1,1,16,8,16,80,1024,1272971264,621540147200,488,10.9052,108.714,56995
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x256_32x4_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,256,32,4,1,4,1,16,8,16,80,1024,1272971264,621540147200,488,8.67949,136.592,71610.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x3_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,8.24555,143.78,75378.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x4_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,9.3171,127.244,66709.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x5_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,9.29154,127.594,66893.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x64_32x6_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,10.6657,111.155,58274.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x128_32x6_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,9.45284,125.417,65751.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x64_32x10_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,11.5163,102.945,53970.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x64_64x3_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,10.4885,113.033,59259.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x128_64x3_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,9.49968,124.799,65427.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x64_64x5_unity_stride,not_verified,success,dgrad,64,14,7,7,512,512,3,3,3,14,7,7,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,1272971264,621540147200,488,10.4185,113.792,59657.2
