Problem,Provider,OperationKind,Operation,Disposition,Status,conv_kind,n,d,h,w,c,k,t,r,s,z,p,q,pad_d,pad_h,pad_w,stride_d,stride_h,stride_w,dilation_d,dilation_h,dilation_w,Activation,Filter,Output,conv_mode,iterator_algorithm,alpha,beta,split_k_mode,split_k_slices,eq_gemm_provider,op_class,accum,cta_m,cta_n,cta_k,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,8.09054,290.218,76828.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,14.3775,163.313,43227.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x4,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.29588,252.587,66866.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x4,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,15.8621,148.027,39181.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x128_32x5,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.29149,252.707,66898.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x128_32x5,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,15.8549,148.095,39199.2
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x64_32x6,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.4949,223.731,59227.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x64_32x6,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,12.1808,192.764,51022.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x128_32x6,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.35865,250.893,66418.2
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x128_32x6,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,15.1815,154.664,40938
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x64_32x10,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,11.2774,208.206,55117.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x64_32x10,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,16.4563,142.683,37766.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_128x64_64x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.3336,227.223,60152.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_128x64_64x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,12.2381,191.861,50783.8
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x128_64x3,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.06647,258.979,68558.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x128_64x3,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,15.5174,151.315,40051.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816fprop3d_optimized_f16_64x64_64x5,not_verified,success,fprop,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.3727,226.366,59925.3
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816wgrad3d_optimized_f16_64x64_64x5,not_verified,success,wgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,2521169920,621498728448,246,17.4298,134.713,35657.2
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x128_32x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,128,32,3,4,2,1,16,8,16,80,1024,2521169920,621585104896,246,8.09955,289.895,76743.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x256_32x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,256,32,3,2,4,1,16,8,16,80,1024,2521169920,621585104896,246,8.11051,289.504,76639.5
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x64_32x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,3,4,1,1,16,8,16,80,1024,2521169920,621585104896,246,10.8828,215.756,57116.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_256x64_32x4_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,256,64,32,4,4,1,1,16,8,16,80,1024,2521169920,621585104896,246,10.9463,214.503,56784.8
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x256_32x4_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,256,32,4,1,4,1,16,8,16,80,1024,2521169920,621585104896,246,8.70534,269.722,71402.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,8.23807,285.021,75452.8
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x4_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,4,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.34229,251.333,66534.6
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x128_32x5_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,128,32,5,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.35933,250.875,66413.4
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x64_32x6_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,32,6,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.608,221.345,58595.9
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x128_32x6_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,32,6,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.39048,250.043,66193.1
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x64_32x10_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,32,10,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,11.6423,201.68,53390.2
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_128x64_64x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,128,64,64,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.4463,224.77,59502.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x128_64x3_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,128,64,3,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,9.36324,250.77,66385.7
1,CUTLASS,conv3d,cutlass_tensorop_f16_s16816dgrad3d_optimized_f16_64x64_64x5_unity_stride,not_verified,success,dgrad,64,14,14,14,256,256,3,3,3,14,14,14,1,1,1,1,1,1,1,1,1,f16:ndhwc,f16:ndhwc,f16:ndhwc,cross,optimized,1,0,serial,1,none,tensorop,f32,64,64,64,5,2,2,1,16,8,16,80,1024,2521169920,621585104896,246,10.513,223.344,59125.1
